text_tokenizingText
"['pada', 'fitur', 'terjemahan', 'dengan', 'gambar', 'hampir', 'semuanya', 'terasa', 'ribet', 'karena', 'tidak', 'bisa', 'pilih', 'sebagian', 'kata', 'dalam', 'satu', 'baris', 'dan', 'hasil', 'terjemahan', 'selalu', 'muncul', 'begitu', 'saja', 'dan', 'menghalangi', 'tulisan', 'yang', 'aku', 'pilih', 'dan', 'jika', 'aku', 'menutupnya', 'aku', 'bahkan', 'harus', 'mengulang', 'kembali', 'dari', 'awal', 'parah']"
"['tolong', 'hapus', 'iklan', 'di', 'bawah', 'nyaaa', 'itu', 'sangat', 'mengganggu', 'saat', 'menghafalbelajar', 'bahasa', 'asing', 'arigatou']"
"['aplikasi', 'nya', 'bagus', 'dan', 'kalau', 'bisa', 'mohon', 'jadikan', 'fitur', 'komunikasi', 'dan', 'fitur', 'kamus', 'sediakan', 'untuk', 'offline', 'agar', 'sewaktu', 'waktu', 'jika', 'ada', 'warga', 'indonesia', 'di', 'jepang', 'dapat', 'berkomunikasi', 'bahkan', 'tanpa', 'internet']"
"['overall', 'buat', 'latihan', 'kanji', 'atau', 'kotoba', 'nya', 'okelah', 'tapi', 'buat', 'tes', 'nn', 'sudah', 'di', 'plot', 'jawaban', 'testnya', 'wlpun', 'jawab', 'sudah', 'benar', 'tapi', 'dari', 'sistem', 'apl', 'sendiri', 'diganti', 'jwbnnya', 'dan', 'dibuat', 'salah', 'so', 'percuma', 'latihan', 'tes', 'tapi', 'buat', 'score', 'testnya', 'sudah', 'di', 'plot', 'ke', 'jwbn', 'salah', 'tertawa', 'aneh']"
"['setelah', 'beberapa', 'hari', 'premium', 'seumur', 'hidup', 'lalu', 'update', 'fitur', 'cek', 'tata', 'bahasa', 'di', 'pindah', 'ke', 'ai', 'premium', 'mantab', 'fitur', 'premium', 'pergi', 'ke', 'ai', 'yang', 'tidak', 'berguna', 'buat', 'tidak', 'mood', 'belajar', 'soalnya', 'harus', 'beli', 'ai', 'premium', 'kalau', 'tidak', 'tata', 'bahasa', 'nya', 'jadi', 'limit', 'padahal', 'sebelum', 'update', 'ai', 'premiumgrammar', 'tidak', 'terbatas']"
"['aduhh', 'kapitalis', 'sekali', 'ai', 'nya', 'cuma', 'dikasih', 'sehari', 'padahal', 'sebelumnya', 'an', 'kalau', 'premiumnya', 'ramah', 'di', 'kantong', 'pelajar', 'mah', 'aku', 'mau²', 'saja', 'bayar', 'tapi', 'ini', 'sudah', 'kayak', 'prem', 'youtube']"
"['saran', 'minuntuk', 'huruf', 'kanji', 'di', 'setiap', 'tingkat', 'dan', 'dan', 'listnya', 'di', 'buat', 'berurutan', 'seperti', 'kanji', 'khusus', 'angkahewanalat', 'rumah', 'dan', 'lain-lain', 'biar', 'bisa', 'disusun', 'rapi', 'dan', 'agar', 'mudah', 'di', 'hafal', 'juga', 'min']"
"['saya', 'sudah', 'upgrade', 'premium', 'tapi', 'kenapa', 'masih', 'belum', 'kebuka', 'fitur', 'fitur', 'yang', 'harusnya', 'terbuka', 'saat', 'upgrade', 'ke', 'premium', 'bahkan', 'disuruh', 'bayar', 'lagi', 'saat', 'menekan', 'fitur', 'fitur', 'tersebut']"
"['asal', 'nya', 'tidak', 'ada', 'kendala', 'dan', 'baik', 'saja', 'tiba', 'tiba', 'apk', 'ini', 'tidak', 'kompatibel', 'di', 'hp', 'saya', 'dan', 'tidak', 'bisa', 'di', 'instal', 'padahal', 'hp', 'saya', 'poco', 'f', 'android', 'padahal', 'saya', 'akun', 'premium', 'di', 'apk', 'mazii', 'ini', 'tolong']"
"['terima', 'kasih', 'aplikasi', 'ini', 'cocok', 'untuk', 'belajar', 'bahasa', 'jepang', 'dengan', 'baik', 'serta', 'optimal', 'dalam', 'hal', 'terjemahan', 'nya']"
