text_tokenizingText
"['sangat', 'membantu', 'untuk', 'memahami', 'kanji', 'desain', 'yang', 'simpel', 'dan', 'elegan', 'buat', 'belajar', 'jadi', 'gampang']"
"['aplikasi', 'ini', 'membantu', 'banget', 'buat', 'yang', 'otodidak', 'yang', 'ingin', 'blajar', 'hiragana', 'kata', 'kana', 'dan', 'kanji', 'dan', 'dan', 'di', 'kasih', 'waktu', 'untuk', 'mengerjakan', 'nya', 'mantap', 'aplikasi', 'nya']"
"['kurang', 'sambungan', 'misal', 'kya', 'kyu', 'kyo', 'terus', 'penjelasannya', 'di', 'buat', 'bahasanya', 'indonesia', 'soalnya', 'aku', 'tidak', 'bisa', 'bahasa', 'inggris']"
"['kanji', 'lengkap', 'setiap', 'kanji', 'radikal', 'dan', 'komponen', 'dapat', 'dipelajari', 'secara', 'detail']"
"['sangat', 'membantu', 'untuk', 'bisa', 'membaca', 'dan', 'mengangkat', 'kata', 'pokonya', 'mantap']"
"['aplikasi', 'ini', 'bagus', 'tapi', 'rb', 'rupiah', 'mahal', 'tidak', 'worth', 'it', 'dibeli', 'kalau', 'seharga', 'rb', 'rupiah', 'worth', 'it', 'versi', 'free', 'kita', 'belajar', 'kanji', 'dan', 'kosakata', 'mungkin', 'berguna', 'belajar', 'dari', 'radikal', 'saja', 'ketemu', 'kanji', 'free', 'learning', 'aku', 'sarankan', 'dicoba', 'dulu', 'sebelum', 'dibeli', 'karena', 'takutnya', 'kecewa', 'berat', 'semoga', 'anda', 'dapat', 'rezeki', 'melimpah', 'dengan', 'rahmat', 'tuhan']"
"['wah', 'dulu', 'saya', 'belajr', 'otodidak', 'disini', 'sampai', 'bisa', 'nulis', 'dasar', 'nya', 'sekarang', 'sudah', 'lulus', 'dan', 'belajar', 'dari', 'sini', 'keren', 'app', 'nya', 'tidak', 'ribet', 'sama', 'sekali', 'sayang', 'nya', 'belum', 'ada', 'di', 'ios']"
"['pokoknya', 'sangat', 'cocok', 'sekali', 'bagi', 'penghafal', 'huruf', 'kanji', 'di', 'aplikasi', 'initop', 'bangets']"
"['sangat', 'mudah', 'di', 'pahami', 'kanjinya', 'dibagi', 'persepuluh', 'jadi', 'tidak', 'terlihat', 'banyak', 'dan', 'tefokus', 'persepuluh', 'dan', 'itu', 'sangat', 'berpengaruh', 'aplikasi', 'kanji', 'paling', 'kerenlah', 'yang', 'ada', 'di', 'playstore', 'lainnya', 'harus', 'dicoba', 'langsung', 'hafal', 'pokoknya', 'saya', 'yakin']"
"['sangat', 'bagus', 'dan', 'mudah', 'dimengerti', 'kalau', 'ada', 'yang', 'protes', 'kenapa', 'tidak', 'semua', 'kata', 'punya', 'makna', 'bahasa', 'indonesia', 'dan', 'masih', 'banyak', 'yang', 'bahasa', 'inggris', 'biasakan', 'untuk', 'memahami', 'proses', 'dibalik', 'penerjemahan', 'itu', 'yang', 'tidaklah', 'gampang', 'dan', 'perlu', 'banyak', 'waktu', 'ente', 'kadang', 'kadang', 'iya', 'bisanya', 'ngeluh', 'nolongin', 'developernya', 'tidak']"
"['jujur', 'apk', 'ini', 'sangat', 'membantu', 'dan', 'mudah', 'dipahami', 'aku', 'dapat', 'membedakan', 'onyomi', 'dan', 'kunyomi', 'berkat', 'aplikasi', 'ini', 'minusnya', 'cuma', 'di', 'bagian', 'arti', 'kalimat', 'contoh', 'nya', 'bahasa', 'inggris', 'selebih', 'itu', 'tidak', 'ada', 'masalah', 'apk', 'ini', 'cocok', 'banget', 'buat', 'yang', 'lagi', 'belajar', 'bahasa', 'jepang', 'kanji', 'terima', 'kasih', 'kanji', 'study']"
"['aplikasi', 'ini', 'jadi', 'aplikasi', 'terbaik', 'dari', 'semua', 'aplikasi', 'belajar', 'bahasa', 'jepang', 'jika', 'disertai', 'terjemahan', 'bahasa', 'indonesia', 'tidak', 'perlu', 'lagi', 'mengecek', 'ulang', 'arti', 'terjemahan', 'dari', 'bahasa', 'inggris', 'hampir', 'semua', 'menulis', 'masukan', 'yang', 'sama', 'tapi', 'kayaknya', 'tidak', 'dibaca', 'juga', 'masukannya', 'atau', 'bahkan', 'dibaca', 'saja', 'i', 'hope', 'youll', 'be', 'able', 'to', 'give', 'the', 'indonesian', 'translation', 'as', 'well', 'so', 'we', 'dont', 'have', 'to', 'check', 'the', 'english', 'translation']"
